Question,Structure,Réponses,Occurrences,Nombre de réponses,Effectifs par structure,Pourcentage
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Une métropole,Sans réponse,6,12,18,33
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Une métropole,"Non, mais c’est prévu dans les 12 prochains mois",1,12,18,6
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Un EPCI (hors métropole),"Non, et ce n’est pas prévu dans les 12 prochains mois",17,28,33,52
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Un EPCI (hors métropole),Je ne sais pas,5,28,33,15
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Un EPCI (hors métropole),Je le fais déjà,4,28,33,12
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Un EPCI (hors métropole),Sans réponse,5,28,33,15
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Un EPCI (hors métropole),"Non, mais c’est prévu dans les 12 prochains mois",2,28,33,6
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Un département,"Non, et ce n’est pas prévu dans les 12 prochains mois",12,19,25,48
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Un département,Je ne sais pas,4,19,25,16
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Un département,Je le fais déjà,3,19,25,12
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Un département,Sans réponse,6,19,25,24
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Un département,"Non, mais c’est prévu dans les 12 prochains mois",0,19,25,0
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Une région,"Non, et ce n’est pas prévu dans les 12 prochains mois",1,5,10,10
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Une région,Je ne sais pas,4,5,10,40
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Une région,Je le fais déjà,0,5,10,0
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Une région,Sans réponse,5,5,10,50
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Une région,"Non, mais c’est prévu dans les 12 prochains mois",0,5,10,0
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Autre,"Non, et ce n’est pas prévu dans les 12 prochains mois",27,49,75,36
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Autre,Je ne sais pas,9,49,75,12
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Autre,Je le fais déjà,11,49,75,15
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Autre,Sans réponse,26,49,75,35
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Un opérateur public de service numérique (OPSN)]",Autre,"Non, mais c’est prévu dans les 12 prochains mois",2,49,75,3
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Total,Je le fais déjà,89,157,191,47
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Total,"Non, mais c’est prévu dans les 12 prochains mois",11,157,191,6
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Total,"Non, et ce n’est pas prévu dans les 12 prochains mois",36,157,191,19
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Total,Sans réponse,34,157,191,18
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Total,Je ne sais pas,21,157,191,11
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Une commune,"Non, mais c’est prévu dans les 12 prochains mois",2,23,23,7
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Une commune,Sans réponse,7,23,23,23
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Une commune,Je ne sais pas,10,23,23,33
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Une commune,Je le fais déjà,6,23,23,20
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Une commune,"Non, et ce n’est pas prévu dans les 12 prochains mois",5,23,23,17
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de moins de 3 500 hab.,Je le fais déjà,1,7,9,11
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de moins de 3 500 hab.,"Non, mais c’est prévu dans les 12 prochains mois",0,7,9,0
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de moins de 3 500 hab.,"Non, et ce n’est pas prévu dans les 12 prochains mois",1,7,9,11
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de moins de 3 500 hab.,Sans réponse,2,7,9,22
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de moins de 3 500 hab.,Je ne sais pas,5,7,9,56
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de 3 500 à 10 000 hab.,Je le fais déjà,1,5,6,17
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de 3 500 à 10 000 hab.,"Non, mais c’est prévu dans les 12 prochains mois",1,5,6,17
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de 3 500 à 10 000 hab.,"Non, et ce n’est pas prévu dans les 12 prochains mois",2,5,6,33
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de 3 500 à 10 000 hab.,Sans réponse,1,5,6,17
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de 3 500 à 10 000 hab.,Je ne sais pas,1,5,6,17
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de 10 000 à 100 000 hab.,Je le fais déjà,2,6,10,20
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de 10 000 à 100 000 hab.,"Non, mais c’est prévu dans les 12 prochains mois",0,6,10,0
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de 10 000 à 100 000 hab.,"Non, et ce n’est pas prévu dans les 12 prochains mois",1,6,10,10
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de 10 000 à 100 000 hab.,Sans réponse,4,6,10,40
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de 10 000 à 100 000 hab.,Je ne sais pas,3,6,10,30
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de plus de 100 000 hab.,Je le fais déjà,2,5,5,40
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de plus de 100 000 hab.,"Non, mais c’est prévu dans les 12 prochains mois",1,5,5,20
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de plus de 100 000 hab.,"Non, et ce n’est pas prévu dans les 12 prochains mois",1,5,5,20
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de plus de 100 000 hab.,Sans réponse,0,5,5,0
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Communes de plus de 100 000 hab.,Je ne sais pas,1,5,5,20
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Une métropole,Je le fais déjà,14,17,18,78
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Une métropole,"Non, mais c’est prévu dans les 12 prochains mois",2,17,18,11
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Une métropole,"Non, et ce n’est pas prévu dans les 12 prochains mois",1,17,18,6
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Une métropole,Sans réponse,1,17,18,6
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Une métropole,Je ne sais pas,0,17,18,0
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Un EPCI (hors métropole),Je le fais déjà,14,30,33,42
"Avec lesquels de ces partenaires potentiels collaborez-vous, ou prévoyez-vous de le faire, au sujet des données ?  [Une plateforme régionale d’information géographique]",Un EPCI (hors métropole),"Non, mais c’est prévu dans les 12 prochains mois",1,30,33,3
